入替日,2025/11/13,,,,,
入替時刻,15:34,,,,,
ホール名,台番号,種類,機種名,検定番号,貸出単価,表示単価
タイホー　双葉店,837,P,Ｐ北斗の拳強敵ＳＳＰＡ,3P0914,0.96,100円/96玉
タイホー　双葉店,838,P,Ｐデジハネ聖戦士ダンバイン２ＳＳＰＢ,3P1188,0.96,100円/96玉
タイホー　双葉店,850,P,Ｐコードギアス　反逆のルルーシュ３Ｙ,3P0218,0.96,100円/96玉
タイホー　双葉店,1001,S,Ｌ聖闘士星矢海皇覚醒ＥＤ,430030,5.2,500円/96枚
タイホー　双葉店,1002,S,Ｌ聖闘士星矢海皇覚醒ＥＤ,430030,5.2,500円/96枚
タイホー　双葉店,1003,S,Ｌダンベル何キロ持てる？Ｘ,4S0474,5.2,500円/96枚
タイホー　双葉店,1005,S,Ｌ　パチスロゴールデンカムイ　ＫＲ,330548,5.2,500円/96枚
タイホー　双葉店,1006,S,Ｌ　パチスロゴールデンカムイ　ＫＲ,330548,5.2,500円/96枚
タイホー　双葉店,1007,S,Ｌとある魔術の禁書目録ＪＣ,3S0728,5.2,500円/96枚
タイホー　双葉店,1008,S,Ｌラブキューレ２ＰＳ,3S0048,5.2,500円/96枚
タイホー　双葉店,1010,S,Ｌアカメが斬る！２ＴＮ,3S1760,5.2,500円/96枚
タイホー　双葉店,1011,S,Ｌ戦姫絶唱シンフォギア　正義の歌ｊＡ,3S1917,5.2,500円/96枚
タイホー　双葉店,1012,S,Ｌ主役は銭形４Ｌ１,2S1590,5.2,500円/96枚
タイホー　双葉店,1013,S,Ｌ黄門ちゃま天Ｌ２,430172,5.2,500円/96枚
タイホー　双葉店,1015,S,Ｌ　スマスロ真北斗無双　ＦＳ,3S1512,5.2,500円/96枚
タイホー　双葉店,1016,S,Ｌ　スマスロ真北斗無双　ＦＳ,3S1512,5.2,500円/96枚
タイホー　双葉店,1017,S,Ｌ　Ｒｅ：ゼロから始める異世界生活　ｓｅａｓｏｎ２ＰＡ５,430205,5.2,500円/96枚
タイホー　双葉店,1018,S,Ｌ　Ｒｅ：ゼロから始める異世界生活　ｓｅａｓｏｎ２ＰＡ５,430205,5.2,500円/96枚
タイホー　双葉店,1020,S,Ｌ鬼武者３ＸＡ,4S0403,5.2,500円/96枚
タイホー　双葉店,1021,S,Ｌ鬼武者３ＸＡ,4S0403,5.2,500円/96枚
タイホー　双葉店,1022,S,Ｌパチスロうる星やつらＥＶ,3S0160,5.2,500円/96枚
タイホー　双葉店,1023,S,Ｌ／バジリスク絆２～天膳～／ＺＮ,330412,5.2,500円/96枚
タイホー　双葉店,1025,S,Ｌ／バジリスク絆２～天膳～／ＺＮ,330412,5.2,500円/96枚
タイホー　双葉店,1026,S,Ｓ　パチスロ頭文字Ｄ　ＸＲ,0S0903,5.2,500円/96枚
タイホー　双葉店,1027,S,Ｓ　パチスロ甲鉄城のカバネリ　ＺＲ,2S0243,5.2,500円/96枚
タイホー　双葉店,1028,S,Ｓ　エウレカセブン３　ＨＩＥＶＯ　ＺＲ,9S1265,5.2,500円/96枚
タイホー　双葉店,1030,S,Ｓ　パチスロ甲鉄城のカバネリ　ＺＲ,2S0243,5.2,500円/96枚
タイホー　双葉店,1031,S,Ｓスーパー海物語ＩＮＪＡＰＡＮ祭ＰＥ,1S1823,5.2,500円/96枚
タイホー　双葉店,1032,S,ＳバイオハザードＲＥ：２　ＸＢ,2S0613,5.2,500円/96枚
タイホー　双葉店,1033,S,Ｓ　ディスクアップ２　ＺＦ,0S0593,5.2,500円/96枚
タイホー　双葉店,1035,S,ＳグランベルムＺＸＺ,330077,5.2,500円/96枚
タイホー　双葉店,1036,S,Ｓダンまち２ＸＺ,3S1481,5.2,500円/96枚
タイホー　双葉店,1037,S,Ｓ　パチスロ北斗の拳ＡＣ　ＬＡ,0S1190,5.2,500円/96枚
タイホー　双葉店,1038,S,ＳバイオハザードＲＥ：２　ＸＢ,2S0613,5.2,500円/96枚
タイホー　双葉店,1050,S,Ｓ　パチスロ甲鉄城のカバネリ　ＺＲ,2S0243,5.2,500円/96枚
タイホー　双葉店,1051,S,Ｓモンキーターン４ＺＤＤ,9S172900,5.2,500円/96枚
タイホー　双葉店,1052,S,Ｓ　コードギアス反逆のルルーシュ３　ＫＺ,1S0429,5.2,500円/96枚
タイホー　双葉店,1053,S,Ｓ／甲賀忍法帖／ＬＬ,9S1461,5.2,500円/96枚
タイホー　双葉店,1055,S,ＳグランベルムＺＸＺ,330077,5.2,500円/96枚
タイホー　双葉店,1056,S,Ｓ炎炎ノ消防隊ｊＳ,2S1217,5.2,500円/96枚
タイホー　双葉店,1057,S,ＳマジカルハロウィンＦＰ,1S0757,5.2,500円/96枚
タイホー　双葉店,1058,S,Ｓ押忍！番長ＺＥＲＯ　ＰＣ１,1S0782,5.2,500円/96枚
タイホー　双葉店,1060,S,Ｓ／新ハナビＲ／ＨＡ,1S0226,5.2,500円/96枚
タイホー　双葉店,1061,S,Ｓ／新ハナビＲ／ＨＡ,1S0226,5.2,500円/96枚
タイホー　双葉店,1062,S,Ｓ／新ハナビＲ／ＨＡ,1S0226,5.2,500円/96枚
タイホー　双葉店,1063,S,Ｓ　ハードボイルド　ＸＸ,2S0375,5.2,500円/96枚
タイホー　双葉店,1065,S,Ｓ機動戦士ガンダムユニコーンｓＦ,2S1613,5.2,500円/96枚
タイホー　双葉店,1066,S,Ｓ新鬼武者２ＺＣ,2S0228,5.2,500円/96枚
タイホー　双葉店,1067,S,Ｓ　パチスロ甲鉄城のカバネリ　ＺＲ,2S0243,5.2,500円/96枚
タイホー　双葉店,1068,S,Ｓ／沖ドキ！ＤＵＯ／ＤＨ,1S1406,5.2,500円/96枚
タイホー　双葉店,1070,S,Ｓ　傷物語　ＦＳ,230305,5.2,500円/96枚
タイホー　双葉店,1071,S,ＳバイオハザードＲＥ：２　ＸＢ,2S0613,5.2,500円/96枚
タイホー　双葉店,1072,S,Ｓ天下布武４ＨＨ,9S0899,5.2,500円/96枚
タイホー　双葉店,1073,S,Ｓ新鬼武者２ＺＣ,2S0228,5.2,500円/96枚
タイホー　双葉店,1075,S,Ｓ　パチスロ甲鉄城のカバネリ　ＺＲ,2S0243,5.2,500円/96枚
タイホー　双葉店,1076,S,Ｓ押忍！番長ＺＥＲＯ　ＰＣ１,1S0782,5.2,500円/96枚
タイホー　双葉店,1077,S,Ｓ黄門ちゃま喝２Ｌ１,2S0287,5.2,500円/96枚
タイホー　双葉店,1078,S,ＳアイムジャグラーＥＸ－ＴＰ,9S1309,5.2,500円/96枚
タイホー　双葉店,1080,S,Ｓ　エウレカセブンＨＩＥＶＯ　ＸＳ,330002,5.2,500円/96枚
タイホー　双葉店,1081,S,Ｓ　パチスロ甲鉄城のカバネリ　ＺＲ,2S0243,5.2,500円/96枚
タイホー　双葉店,1082,S,Ｓ　アラジンクラシック　ＫＦ,1S1061,5.2,500円/96枚
タイホー　双葉店,1083,S,Ｓ押忍！番長ＺＥＲＯ　ＰＣ１,1S0782,5.2,500円/96枚
タイホー　双葉店,1085,S,Ｓ絶対衝激ⅢＳＳ,0Ｓ1415,5.2,500円/96枚
タイホー　双葉店,1086,S,Ｌ大工の源さん超夢源ＰＨ,3S0747,5.2,500円/96枚
タイホー　双葉店,1087,S,ＬワンパンマンＥＹ,4S0335,5.2,500円/96枚
タイホー　双葉店,1088,S,Ｌマクロスフロンティア４ｂＡ,330403,5.2,500円/96枚
タイホー　双葉店,1100,S,Ｌ押忍！番長４　Ａ３,3S1296,5.2,500円/96枚
タイホー　双葉店,1101,S,Ｌ押忍！番長４　Ａ３,3S1296,5.2,500円/96枚
タイホー　双葉店,1102,S,Ｌ　ＨＥＹ！エリートサラリーマン鏡ＰＡ４,2S0855,5.2,500円/96枚
タイホー　双葉店,1103,S,ＬゴブリンスレイヤーＲＤ,2S1588,5.2,500円/96枚
タイホー　双葉店,1105,S,Ｌ　バイオハザードヴェンデッタ　ＦＫ,3S0143,5.2,500円/96枚
タイホー　双葉店,1106,S,Ｌパチスロ転生したらスライムだった件ＣＤ,3S0494,5.2,500円/96枚
タイホー　双葉店,1107,S,Ｌガールズ＆パンツァー最終章Ｈ１,3S1400,5.2,500円/96枚
タイホー　双葉店,1108,S,Ｌガールズ＆パンツァー最終章Ｈ１,3S1400,5.2,500円/96枚
タイホー　双葉店,1110,S,Ｌ革命機ヴァルヴレイヴＤ,2S0869,5.2,500円/96枚
タイホー　双葉店,1111,S,Ｌバイオハザード　ヴィレッジＸＡ,3S1160,5.2,500円/96枚
タイホー　双葉店,1112,S,Ｌマジカルハロウィン８ＦＥ,3S0939,5.2,500円/96枚
タイホー　双葉店,1113,S,Ｌスロット　ソードアート・オンラインＢ２,2S1694,5.2,500円/96枚
タイホー　双葉店,1115,S,Ｌスロット　ソードアート・オンラインＢ２,2S1694,5.2,500円/96枚
タイホー　双葉店,1116,S,Ｌゲゲゲの鬼太郎　覚醒ＪＣ,4S0089,5.2,500円/96枚
タイホー　双葉店,1117,S,Ｌ　コードギアス復活のルルーシュ　ＺＳ,3S0863,5.2,500円/96枚
タイホー　双葉店,1118,S,ＬキングパルサーＳＬＣＣ,3S1231,5.2,500円/96枚
タイホー　双葉店,1120,S,ＬキングパルサーＳＬＣＣ,3S1231,5.2,500円/96枚
タイホー　双葉店,1121,S,ＳアイムジャグラーＥＸ－ＴＰ,9S1309,20.83,1000円/48枚
タイホー　双葉店,1122,S,ＳアイムジャグラーＥＸ－ＴＰ,9S1309,20.83,1000円/48枚
タイホー　双葉店,1123,S,ＳアイムジャグラーＥＸ－ＴＰ,9S1309,20.83,1000円/48枚
タイホー　双葉店,1125,S,ＳアイムジャグラーＥＸ－ＴＰ,9S1309,20.83,1000円/48枚
タイホー　双葉店,1126,S,ＳアイムジャグラーＥＸ－ＴＰ,9S1309,20.83,1000円/48枚
タイホー　双葉店,1127,S,ＳアイムジャグラーＥＸ－ＴＰ,9S1309,20.83,1000円/48枚
タイホー　双葉店,1128,S,ＳアイムジャグラーＥＸ－ＴＰ,9S1309,20.83,1000円/48枚
タイホー　双葉店,1130,S,ＳアイムジャグラーＥＸ－ＴＰ,9S1309,20.83,1000円/48枚
タイホー　双葉店,1131,S,ＳアイムジャグラーＥＸ－ＴＰ,9S1309,20.83,1000円/48枚
タイホー　双葉店,1132,S,ＳアイムジャグラーＥＸ－ＴＰ,9S1309,20.83,1000円/48枚
タイホー　双葉店,1133,S,ＳアイムジャグラーＥＸ－ＴＰ,9S1309,20.83,1000円/48枚
タイホー　双葉店,1135,S,ＳミスタージャグラーＫＫ,3S0174,20.83,1000円/48枚
タイホー　双葉店,1136,S,ＳミスタージャグラーＫＫ,3S0174,20.83,1000円/48枚
タイホー　双葉店,1137,S,ＳマイジャグラーＶＫＤ,9S1793,20.83,1000円/48枚
タイホー　双葉店,1138,S,ＳマイジャグラーＶＫＤ,9S1793,20.83,1000円/48枚
タイホー　双葉店,1150,S,ＳマイジャグラーＶＫＤ,9S1793,20.83,1000円/48枚
タイホー　双葉店,1151,S,ＳマイジャグラーＶＫＤ,9S1793,20.83,1000円/48枚
タイホー　双葉店,1152,S,ＳマイジャグラーＶＫＤ,9S1793,20.83,1000円/48枚
タイホー　双葉店,1153,S,ＳマイジャグラーＶＫＤ,9S1793,20.83,1000円/48枚
タイホー　双葉店,1155,S,ＳマイジャグラーＶＫＤ,9S1793,20.83,1000円/48枚
タイホー　双葉店,1156,S,Ｓゴーゴージャグラー３ＫＡ,2S0743,20.83,1000円/48枚
タイホー　双葉店,1157,S,Ｓゴーゴージャグラー３ＫＡ,2S0743,20.83,1000円/48枚
タイホー　双葉店,1158,S,Ｓゴーゴージャグラー３ＫＡ,2S0743,20.83,1000円/48枚
タイホー　双葉店,1160,S,Ｓゴーゴージャグラー３ＫＡ,2S0743,20.83,1000円/48枚
タイホー　双葉店,1161,S,Ｓゴーゴージャグラー３ＫＡ,2S0743,20.83,1000円/48枚
タイホー　双葉店,1162,S,Ｓゴーゴージャグラー３ＫＡ,2S0743,20.83,1000円/48枚
タイホー　双葉店,1163,S,ＳジャグラーガールズＳＳ－ＫＨ,330257,20.83,1000円/48枚
タイホー　双葉店,1165,S,ＳジャグラーガールズＳＳ－ＫＨ,330257,20.83,1000円/48枚
タイホー　双葉店,1166,S,ＳウルトラミラクルジャグラーＫＴ,330695,20.83,1000円/48枚
タイホー　双葉店,1167,S,ＳウルトラミラクルジャグラーＫＴ,330695,20.83,1000円/48枚
タイホー　双葉店,1168,S,ＳウルトラミラクルジャグラーＫＴ,330695,20.83,1000円/48枚
タイホー　双葉店,1170,S,Ｓ／バーサスリヴァイズ／ＨＳ,1S1163,20.83,1000円/48枚
タイホー　双葉店,1171,S,Ｓ／バーサスリヴァイズ／ＨＳ,1S1163,20.83,1000円/48枚
タイホー　双葉店,1172,S,ＳハイパーラッシュＳＬＣ８,430212,20.83,1000円/48枚
タイホー　双葉店,1173,S,ＳハイパーラッシュＳＬＣ８,430212,20.83,1000円/48枚
タイホー　双葉店,1175,S,ＳハイパーラッシュＳＬＣ８,430212,20.83,1000円/48枚
タイホー　双葉店,1176,S,Ｓ／新ハナビＲ／ＨＡ,1S0226,20.83,1000円/48枚
タイホー　双葉店,1177,S,Ｓ／新ハナビＲ／ＨＡ,1S0226,20.83,1000円/48枚
タイホー　双葉店,1178,S,Ｓ／新ハナビＲ／ＨＡ,1S0226,20.83,1000円/48枚
タイホー　双葉店,1180,S,Ｓ／新ハナビＲ／ＨＡ,1S0226,20.83,1000円/48枚
タイホー　双葉店,1181,S,ＳグランベルムＺＸＺ,330077,20.83,1000円/48枚
タイホー　双葉店,1182,S,Ｓモンキーターン４ＺＤＤ,9S172900,20.83,1000円/48枚
タイホー　双葉店,1183,S,Ｓ　この素晴らしい世界に祝福を！　ＺＲ,1S0949,20.83,1000円/48枚
タイホー　双葉店,1185,S,Ｓ　ガメラ２　ＸＲ,330357,20.83,1000円/48枚
タイホー　双葉店,1186,S,Ｓ　ＭＨＷアイスボーンＺＦ,2S1204,20.83,1000円/48枚
タイホー　双葉店,1187,S,Ｓ　パチスロ頭文字Ｄ　ＸＲ,0S0903,20.83,1000円/48枚
タイホー　双葉店,1188,S,ＳバイオハザードＲＥ：２　ＸＢ,2S0613,20.83,1000円/48枚
タイホー　双葉店,1200,S,ＳバイオハザードＲＥ：２　ＸＢ,2S0613,20.83,1000円/48枚
タイホー　双葉店,1201,S,Ｓ押忍！番長ＺＥＲＯ　ＰＣ１,1S0782,20.83,1000円/48枚
タイホー　双葉店,1202,S,Ｓ押忍！番長ＺＥＲＯ　ＰＣ１,1S0782,20.83,1000円/48枚
タイホー　双葉店,1203,S,Ｓ　パチスロ甲鉄城のカバネリ　ＺＲ,2S0243,20.83,1000円/48枚
タイホー　双葉店,1205,S,Ｓ　パチスロ甲鉄城のカバネリ　ＺＲ,2S0243,20.83,1000円/48枚
タイホー　双葉店,1206,S,Ｓ　パチスロ甲鉄城のカバネリ　ＺＲ,2S0243,20.83,1000円/48枚
タイホー　双葉店,1207,S,Ｓ　パチスロ甲鉄城のカバネリ　ＺＲ,2S0243,20.83,1000円/48枚
タイホー　双葉店,1208,S,Ｓ／沖ドキ！ＧＯＬＤ／ＧＳ,2S0961,20.83,1000円/48枚
タイホー　双葉店,1210,S,Ｓ／沖ドキ！ＧＯＬＤ／ＧＳ,2S0961,20.83,1000円/48枚
タイホー　双葉店,1211,S,Ｓ／沖ドキ！ＧＯＬＤ／ＧＳ,2S0961,20.83,1000円/48枚
タイホー　双葉店,1212,S,Ｓ／沖ドキ！ＧＯＬＤ／ＧＳ,2S0961,20.83,1000円/48枚
タイホー　双葉店,1213,S,Ｓ／沖ドキ！ＧＯＬＤ／ＧＳ,2S0961,20.83,1000円/48枚
タイホー　双葉店,1215,S,Ｓ／沖ドキ！ＧＯＬＤ／ＧＳ,2S0961,20.83,1000円/48枚
タイホー　双葉店,1216,S,ＳマイジャグラーＶＫＤ,9S1793,20.83,1000円/48枚
タイホー　双葉店,1217,S,ＳマイジャグラーＶＫＤ,9S1793,20.83,1000円/48枚
タイホー　双葉店,1218,S,ＳマイジャグラーＶＫＤ,9S1793,20.83,1000円/48枚
タイホー　双葉店,1220,S,ＳマイジャグラーＶＫＤ,9S1793,20.83,1000円/48枚
タイホー　双葉店,1221,S,ＳマイジャグラーＶＫＤ,9S1793,20.83,1000円/48枚
タイホー　双葉店,1222,S,ＳマイジャグラーＶＫＤ,9S1793,20.83,1000円/48枚
タイホー　双葉店,1223,S,ＳマイジャグラーＶＫＤ,9S1793,20.83,1000円/48枚
タイホー　双葉店,1225,S,ＳマイジャグラーＶＫＤ,9S1793,20.83,1000円/48枚
タイホー　双葉店,1226,S,ＳマイジャグラーＶＫＤ,9S1793,20.83,1000円/48枚
タイホー　双葉店,1227,S,ＳマイジャグラーＶＫＤ,9S1793,20.83,1000円/48枚
タイホー　双葉店,1228,S,Ｓファンキージャグラー２ＫＴ,0S0234,20.83,1000円/48枚
タイホー　双葉店,1230,S,Ｓファンキージャグラー２ＫＴ,0S0234,20.83,1000円/48枚
タイホー　双葉店,1231,S,Ｓファンキージャグラー２ＫＴ,0S0234,20.83,1000円/48枚
タイホー　双葉店,1232,S,Ｓファンキージャグラー２ＫＴ,0S0234,20.83,1000円/48枚
タイホー　双葉店,1233,S,Ｓファンキージャグラー２ＫＴ,0S0234,20.83,1000円/48枚
タイホー　双葉店,1235,S,Ｓファンキージャグラー２ＫＴ,0S0234,20.83,1000円/48枚
タイホー　双葉店,1236,S,ＳハッピージャグラーＶⅢＥＡ,2S0196,20.83,1000円/48枚
タイホー　双葉店,1237,S,ＳハッピージャグラーＶⅢＥＡ,2S0196,20.83,1000円/48枚
タイホー　双葉店,1238,S,ＳハッピージャグラーＶⅢＥＡ,2S0196,20.83,1000円/48枚
タイホー　双葉店,1250,S,ＳハッピージャグラーＶⅢＥＡ,2S0196,20.83,1000円/48枚
タイホー　双葉店,1251,S,Ｌスロット　ゾンビランドサガＡ１,3S1702,20.83,1000円/48枚
タイホー　双葉店,1252,S,Ｌラブキューレ２ＰＳ,3S0048,20.83,1000円/48枚
タイホー　双葉店,1253,S,Ｌ　スマスロ真北斗無双　ＦＳ,3S1512,20.83,1000円/48枚
タイホー　双葉店,1255,S,Ｌパチスロひぐらしのなく頃に業ＳＳ,3S0262,20.83,1000円/48枚
タイホー　双葉店,1256,S,Ｌスロット　ソードアート・オンラインＢ２,2S1694,20.83,1000円/48枚
タイホー　双葉店,1257,S,Ｌパチスロ仮面ライダーＵＪＡ,330233,20.83,1000円/48枚
タイホー　双葉店,1258,S,Ｌ／ＳＨＡＭＡＮＫＩＮＧ／ＳＳ,430573,20.83,1000円/48枚
タイホー　双葉店,1260,S,ＬワンパンマンＥＹ,4S0335,20.83,1000円/48枚
タイホー　双葉店,1261,S,Ｌ　ＤＩＳＣＵＰウルトラリミックス　ＸＲ,4S1442,20.83,1000円/48枚
タイホー　双葉店,1262,S,Ｌ　ＨＥＹ！エリートサラリーマン鏡ＰＡ４,2S0855,20.83,1000円/48枚
タイホー　双葉店,1263,S,Ｌ　Ａ－ＳＬＯＴ＋このすば　ＦＸ,4S0262,20.83,1000円/48枚
タイホー　双葉店,1265,S,Ｌ　パチスロゴールデンカムイ　ＫＲ,330548,20.83,1000円/48枚
タイホー　双葉店,1266,S,Ｌマクロスフロンティア４ｂＡ,330403,20.83,1000円/48枚
タイホー　双葉店,1267,S,Ｓ　エウレカセブンＨＩＥＶＯ　ＸＳ,330002,20.83,1000円/48枚
タイホー　双葉店,1268,S,Ｓ　エウレカセブンＨＩＥＶＯ　ＸＳ,330002,20.83,1000円/48枚
タイホー　双葉店,1270,S,Ｓ炎炎ノ消防隊ｊＳ,2S1217,20.83,1000円/48枚
タイホー　双葉店,1271,S,Ｓ炎炎ノ消防隊ｊＳ,2S1217,20.83,1000円/48枚
タイホー　双葉店,1272,S,Ｓ炎炎ノ消防隊ｊＳ,2S1217,20.83,1000円/48枚
タイホー　双葉店,1273,S,Ｓ新鬼武者２ＺＣ,2S0228,20.83,1000円/48枚
タイホー　双葉店,1275,S,Ｓ新鬼武者２ＺＣ,2S0228,20.83,1000円/48枚
タイホー　双葉店,1276,S,ＬパチスロゴッドイーターリザレクションＳＬＥＤ,4S0159,20.83,1000円/48枚
タイホー　双葉店,1277,S,ＬパチスロゴッドイーターリザレクションＳＬＥＤ,4S0159,20.83,1000円/48枚
タイホー　双葉店,1278,S,ＬパチスロゴッドイーターリザレクションＳＬＥＤ,4S0159,20.83,1000円/48枚
タイホー　双葉店,1280,S,ＬパチスロゴッドイーターリザレクションＳＬＥＤ,4S0159,20.83,1000円/48枚
タイホー　双葉店,1281,S,ＬパチスロゴッドイーターリザレクションＳＬＥＤ,4S0159,20.83,1000円/48枚
タイホー　双葉店,1282,S,ＬパチスロゴッドイーターリザレクションＳＬＥＤ,4S0159,20.83,1000円/48枚
タイホー　双葉店,1283,S,ＬパチスロゴッドイーターリザレクションＳＬＥＤ,4S0159,20.83,1000円/48枚
タイホー　双葉店,1285,S,ＬパチスロゴッドイーターリザレクションＳＬＥＤ,4S0159,20.83,1000円/48枚
タイホー　双葉店,1286,S,Ｌ　スマスロ頭文字Ｄ２ｎｄ　ＹＲ,430357,20.83,1000円/48枚
タイホー　双葉店,1287,S,Ｌ　スマスロ頭文字Ｄ２ｎｄ　ＹＲ,430357,20.83,1000円/48枚
タイホー　双葉店,1288,S,Ｌ　スマスロ頭文字Ｄ２ｎｄ　ＹＲ,430357,20.83,1000円/48枚
タイホー　双葉店,1300,S,Ｌ　スマスロ　聖戦士ダンバイン　ＭＦ,430531,20.83,1000円/48枚
タイホー　双葉店,1301,S,Ｌ　スマスロ　聖戦士ダンバイン　ＭＦ,430531,20.83,1000円/48枚
タイホー　双葉店,1302,S,Ｌパチスロ真・一騎当千Ｖ,430303,20.83,1000円/48枚
タイホー　双葉店,1303,S,Ｌパチスロ真・一騎当千Ｖ,430303,20.83,1000円/48枚
タイホー　双葉店,1305,S,Ｌ　防振り　ＦＮ,430072,20.83,1000円/48枚
タイホー　双葉店,1306,S,Ｌ　防振り　ＦＮ,430072,20.83,1000円/48枚
タイホー　双葉店,1307,S,ＬバンドリＳ１１,430327,20.83,1000円/48枚
タイホー　双葉店,1308,S,ＬバンドリＳ１１,430327,20.83,1000円/48枚
タイホー　双葉店,1310,S,ＬバンドリＳ１１,430327,20.83,1000円/48枚
タイホー　双葉店,1311,S,Ｌありふれた職業で世界最強ｊＡ,4S1365,20.83,1000円/48枚
タイホー　双葉店,1312,S,Ｌありふれた職業で世界最強ｊＡ,4S1365,20.83,1000円/48枚
タイホー　双葉店,1313,S,Ｌありふれた職業で世界最強ｊＡ,4S1365,20.83,1000円/48枚
タイホー　双葉店,1315,S,Ｌゲゲゲの鬼太郎　覚醒ＪＣ,4S0089,20.83,1000円/48枚
タイホー　双葉店,1316,S,Ｌゲゲゲの鬼太郎　覚醒ＪＣ,4S0089,20.83,1000円/48枚
タイホー　双葉店,1317,S,Ｌとある魔術の禁書目録　一方通行ＲＺ,430460,20.83,1000円/48枚
タイホー　双葉店,1318,S,Ｌとある魔術の禁書目録　一方通行ＲＺ,430460,20.83,1000円/48枚
タイホー　双葉店,1320,S,Ｌ主役は銭形４Ｌ１,2S1590,20.83,1000円/48枚
タイホー　双葉店,1321,S,Ｌ主役は銭形４Ｌ１,2S1590,20.83,1000円/48枚
タイホー　双葉店,1322,S,Ｌ　パチスロ北斗の拳ＡＤ　ＸＲ,2S1502,20.83,1000円/48枚
タイホー　双葉店,1323,S,Ｌ　パチスロ北斗の拳ＡＤ　ＸＲ,2S1502,20.83,1000円/48枚
タイホー　双葉店,1325,S,Ｌ　パチスロ北斗の拳ＡＤ　ＸＲ,2S1502,20.83,1000円/48枚
タイホー　双葉店,1326,S,Ｌ　パチスロ北斗の拳ＡＤ　ＸＲ,2S1502,20.83,1000円/48枚
タイホー　双葉店,1327,S,Ｌ　パチスロ北斗の拳ＡＤ　ＸＲ,2S1502,20.83,1000円/48枚
タイホー　双葉店,1328,S,Ｌ　パチスロ北斗の拳ＡＤ　ＸＲ,2S1502,20.83,1000円/48枚
タイホー　双葉店,1330,S,Ｌ　パチスロ北斗の拳ＡＤ　ＸＲ,2S1502,20.83,1000円/48枚
タイホー　双葉店,1331,S,Ｌ　パチスロ北斗の拳ＡＤ　ＸＲ,2S1502,20.83,1000円/48枚
タイホー　双葉店,1332,S,Ｌ　パチスロ北斗の拳ＡＤ　ＸＲ,2S1502,20.83,1000円/48枚
タイホー　双葉店,1333,S,Ｌ　パチスロ北斗の拳ＡＤ　ＸＲ,2S1502,20.83,1000円/48枚
タイホー　双葉店,1335,S,Ｌ　パチスロ北斗の拳ＡＤ　ＸＲ,2S1502,20.83,1000円/48枚
タイホー　双葉店,1336,S,Ｌにゃんこ大戦争・超神速ＫＢ,4S1157,20.83,1000円/48枚
タイホー　双葉店,1337,S,Ｌ忍魂参　～奥義皆伝ノ章～Ａ３,3S1553,20.83,1000円/48枚
タイホー　双葉店,1338,S,Ｌ南国育ちＳ３,330497,20.83,1000円/48枚
タイホー　双葉店,1350,S,Ｌ南国育ちＳ３,330497,20.83,1000円/48枚
タイホー　双葉店,1351,S,ＬＧⅠ優駿倶楽部黄金ＫＤ,3S1190,20.83,1000円/48枚
タイホー　双葉店,1352,S,Ｌ新・必殺仕置人ＫＣ,3S1852,20.83,1000円/48枚
タイホー　双葉店,1353,S,ＬキングパルサーＳＬＣＣ,3S1231,20.83,1000円/48枚
タイホー　双葉店,1355,S,Ｌストライクウィッチーズ２ＴＦ,3S1134,20.83,1000円/48枚
タイホー　双葉店,1356,S,Ｌ　Ｒｅ：ゼロから始める異世界生活　ｓｅａｓｏｎ２ＰＡ５,430205,20.83,1000円/48枚
タイホー　双葉店,1357,S,Ｌ　Ｒｅ：ゼロから始める異世界生活　ｓｅａｓｏｎ２ＰＡ５,430205,20.83,1000円/48枚
タイホー　双葉店,1358,S,Ｌ　Ｒｅ：ゼロから始める異世界生活　ｓｅａｓｏｎ２ＰＡ５,430205,20.83,1000円/48枚
タイホー　双葉店,1360,S,Ｌ／バジリスク絆２～天膳～／ＺＮ,330412,20.83,1000円/48枚
タイホー　双葉店,1361,S,Ｓパチスロひぐらしのなく頃に祭２ＰＸ,0S1050,20.83,1000円/48枚
タイホー　双葉店,1362,S,ＳニューパルサーＳＰ３ＣＣ,0S0179,20.83,1000円/48枚
タイホー　双葉店,1363,S,ＳニューパルサーＳＰ４ＳＬＥ８,330606,20.83,1000円/48枚
タイホー　双葉店,1365,S,Ｓ　ディスクアップ２　ＺＦ,0S0593,20.83,1000円/48枚
タイホー　双葉店,1366,S,Ｓ　ディスクアップ２　ＺＦ,0S0593,20.83,1000円/48枚
タイホー　双葉店,1367,S,Ｓ　コードギアス３Ｃ．Ｃ．　ＦＳ,2S1060,20.83,1000円/48枚
タイホー　双葉店,1368,S,Ｓ／クランキークレスト／ＣＲ,330208,20.83,1000円/48枚
タイホー　双葉店,1370,S,Ｓ／サンダーＶライトニング／ＴＨ,9S1588,20.83,1000円/48枚
タイホー　双葉店,1371,S,Ｌマジカルハロウィン８ＦＥ,3S0939,20.83,1000円/48枚
タイホー　双葉店,1372,S,Ｌマジカルハロウィン８ＦＥ,3S0939,20.83,1000円/48枚
タイホー　双葉店,1373,S,Ｌ押忍！番長４　Ａ３,3S1296,20.83,1000円/48枚
タイホー　双葉店,1375,S,Ｌ押忍！番長４　Ａ３,3S1296,20.83,1000円/48枚
タイホー　双葉店,1376,S,Ｌ押忍！番長４　Ａ３,3S1296,20.83,1000円/48枚
タイホー　双葉店,1377,S,ＬモンスターハンターライズＸＡ,430243,20.83,1000円/48枚
